Sector,Sub-Industry,Production process,Impact driver,Rating
Consumer Staples,Personal Products,Production of leisure or personal products,Soil pollutants,M
Consumer Staples,Personal Products,Production of leisure or personal products,Solid waste,H
Consumer Staples,Personal Products,Production of leisure or personal products,Terrestrial ecosystem use,ND
Consumer Staples,Personal Products,Production of leisure or personal products,Water pollutants,M
Consumer Staples,Personal Products,Production of leisure or personal products,Water use,H
Consumer Staples,Personal Products,Production of leisure or personal products,Biological interferences/alterations,ND
Materials,Paper Products,Production of paper products,Disturbances,ND
Materials,Paper Products,Production of paper products,Freshwater ecosystem use,ND
Materials,Paper Products,Production of paper products,GHG emissions,ND
Materials,Paper Products,Production of paper products,Marine ecosystem use,ND
Materials,Paper Products,Production of paper products,Non-GHG air pollutants,M
Materials,Paper Products,Production of paper products,Other resource use,ND
Materials,Paper Products,Production of paper products,Soil pollutants,H
Materials,Paper Products,Production of paper products,Solid waste,ND
Materials,Paper Products,Production of paper products,Terrestrial ecosystem use,ND
Materials,Paper Products,Production of paper products,Water pollutants,H
Materials,Paper Products,Production of paper products,Water use,VH
Materials,Paper Products,Production of paper products,Biological interferences/alterations,ND
Health Care,Health Care Facilities,Provision of health care,Disturbances,ND
Health Care,Health Care Facilities,Provision of health care,Freshwater ecosystem use,ND
Health Care,Health Care Facilities,Provision of health care,GHG emissions,VH
Health Care,Health Care Facilities,Provision of health care,Marine ecosystem use,ND
Health Care,Health Care Facilities,Provision of health care,Non-GHG air pollutants,ND
Health Care,Health Care Facilities,Provision of health care,Other resource use,ND
Health Care,Health Care Facilities,Provision of health care,Soil pollutants,M
Health Care,Health Care Facilities,Provision of health care,Solid waste,M
Health Care,Health Care Facilities,Provision of health care,Terrestrial ecosystem use,ND
Health Care,Health Care Facilities,Provision of health care,Water pollutants,M
Health Care,Health Care Facilities,Provision of health care,Water use,ND
Health Care,Health Care Facilities,Provision of health care,Biological interferences/alterations,ND
Industrials,Railroads,Railway transportation,Disturbances,H
Industrials,Railroads,Railway transportation,Freshwater ecosystem use,ND
Industrials,Railroads,Railway transportation,GHG emissions,VH
Industrials,Railroads,Railway transportation,Marine ecosystem use,ND
Industrials,Railroads,Railway transportation,Non-GHG air pollutants,H
Industrials,Railroads,Railway transportation,Other resource use,ND
Industrials,Railroads,Railway transportation,Soil pollutants,L
Industrials,Railroads,Railway transportation,Solid waste,ND
Industrials,Railroads,Railway transportation,Terrestrial ecosystem use,ND
Industrials,Railroads,Railway transportation,Water pollutants,L
Industrials,Railroads,Railway transportation,Water use,ND
Industrials,Railroads,Railway transportation,Biological interferences/alterations,H
Real Estate,Diversified Real Estate Activities,Real estate activities,Disturbances,ND
Real Estate,Diversified Real Estate Activities,Real estate activities,Freshwater ecosystem use,ND
Real Estate,Diversified Real Estate Activities,Real estate activities,GHG emissions,VH
Real Estate,Diversified Real Estate Activities,Real estate activities,Marine ecosystem use,ND
Real Estate,Diversified Real Estate Activities,Real estate activities,Non-GHG air pollutants,M
Real Estate,Diversified Real Estate Activities,Real estate activities,Other resource use,ND
Real Estate,Diversified Real Estate Activities,Real estate activities,Soil pollutants,M
Real Estate,Diversified Real Estate Activities,Real estate activities,Solid waste,H
Real Estate,Diversified Real Estate Activities,Real estate activities,Terrestrial ecosystem use,VH
Real Estate,Diversified Real Estate Activities,Real estate activities,Water pollutants,M
Real Estate,Diversified Real Estate Activities,Real estate activities,Water use,ND
Real Estate,Diversified Real Estate Activities,Real estate activities,Biological interferences/alterations,M
Real Estate,Real Estate Development,Real estate activities,Disturbances,ND
Real Estate,Real Estate Development,Real estate activities,Freshwater ecosystem use,ND
Real Estate,Real Estate Development,Real estate activities,GHG emissions,VH
Real Estate,Real Estate Development,Real estate activities,Marine ecosystem use,ND
Real Estate,Real Estate Development,Real estate activities,Non-GHG air pollutants,M
Real Estate,Real Estate Development,Real estate activities,Other resource use,ND
Real Estate,Real Estate Development,Real estate activities,Soil pollutants,M
Real Estate,Real Estate Development,Real estate activities,Solid waste,H
Real Estate,Real Estate Development,Real estate activities,Terrestrial ecosystem use,VH
Real Estate,Real Estate Development,Real estate activities,Water pollutants,M
Real Estate,Real Estate Development,Real estate activities,Water use,ND
Real Estate,Real Estate Development,Real estate activities,Biological interferences/alterations,M
Real Estate,Real Estate Operating Companies,Real estate activities,Disturbances,ND
Real Estate,Real Estate Operating Companies,Real estate activities,Freshwater ecosystem use,ND
Real Estate,Real Estate Operating Companies,Real estate activities,GHG emissions,VH
Real Estate,Real Estate Operating Companies,Real estate activities,Marine ecosystem use,ND
Real Estate,Real Estate Operating Companies,Real estate activities,Non-GHG air pollutants,M
Real Estate,Real Estate Operating Companies,Real estate activities,Other resource use,ND
Real Estate,Real Estate Operating Companies,Real estate activities,Soil pollutants,M
Real Estate,Real Estate Operating Companies,Real estate activities,Solid waste,H
Real Estate,Real Estate Operating Companies,Real estate activities,Terrestrial ecosystem use,VH
Real Estate,Real Estate Operating Companies,Real estate activities,Water pollutants,M
Real Estate,Real Estate Operating Companies,Real estate activities,Water use,ND
Real Estate,Real Estate Operating Companies,Real estate activities,Biological interferences/alterations,M
Real Estate,Real Estate Services,Real estate activities,Disturbances,ND
Real Estate,Real Estate Services,Real estate activities,Freshwater ecosystem use,ND
Real Estate,Real Estate Services,Real estate activities,GHG emissions,VH
Real Estate,Real Estate Services,Real estate activities,Marine ecosystem use,ND
Real Estate,Real Estate Services,Real estate activities,Non-GHG air pollutants,M
Real Estate,Real Estate Services,Real estate activities,Other resource use,ND
Real Estate,Real Estate Services,Real estate activities,Soil pollutants,M
Real Estate,Real Estate Services,Real estate activities,Solid waste,H
Real Estate,Real Estate Services,Real estate activities,Terrestrial ecosystem use,VH
Real Estate,Real Estate Services,Real estate activities,Water pollutants,M
Real Estate,Real Estate Services,Real estate activities,Water use,ND
Real Estate,Real Estate Services,Real estate activities,Biological interferences/alterations,M
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Disturbances,H
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Freshwater ecosystem use,ND
Materials,Industrial Gases,Recovery and separation of carbon dioxide,GHG emissions,VH
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Marine ecosystem use,ND
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Non-GHG air pollutants,M
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Other resource use,ND
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Soil pollutants,L
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Solid waste,M
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Terrestrial ecosystem use,ND
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Water pollutants,L
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Water use,ND
Materials,Industrial Gases,Recovery and separation of carbon dioxide,Biological interferences/alterations,ND
Consumer Discretionary,Restaurants,Restaurant provision,Disturbances,ND
Consumer Discretionary,Restaurants,Restaurant provision,Freshwater ecosystem use,ND
Consumer Discretionary,Restaurants,Restaurant provision,GHG emissions,ND
Consumer Discretionary,Restaurants,Restaurant provision,Marine ecosystem use,ND
Consumer Discretionary,Restaurants,Restaurant provision,Non-GHG air pollutants,ND
Consumer Discretionary,Restaurants,Restaurant provision,Other resource use,ND
Consumer Discretionary,Restaurants,Restaurant provision,Soil pollutants,ND
Consumer Discretionary,Restaurants,Restaurant provision,Solid waste,M
Consumer Discretionary,Restaurants,Restaurant provision,Terrestrial ecosystem use,ND
Consumer Discretionary,Restaurants,Restaurant provision,Water pollutants,ND
Consumer Discretionary,Restaurants,Restaurant provision,Water use,ND
Consumer Discretionary,Restaurants,Restaurant provision,Biological interferences/alterations,ND
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Disturbances,ND
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Freshwater ecosystem use,ND
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,GHG emissions,ND
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Marine ecosystem use,VH
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Non-GHG air pollutants,ND
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Other resource use,H
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Soil pollutants,ND
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Solid waste,ND
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Terrestrial ecosystem use,ND
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Water pollutants,M
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Water use,ND
Consumer Staples,Agricultural Products,Saltwater wild-caught fish,Biological interferences/alterations,ND
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Disturbances,ND
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Freshwater ecosystem use,ND
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,GHG emissions,H
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Marine ecosystem use,ND
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Non-GHG air pollutants,ND
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Other resource use,ND
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Soil pollutants,H
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Solid waste,ND
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Terrestrial ecosystem use,ND
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Water pollutants,H
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Water use,H
Information Technology,Semiconductor Equipment,Manufacture of semiconductor equipment,Biological interferences/alterations,ND
Materials,Forest Products,Small-scale forestry,Disturbances,ND
Materials,Forest Products,Small-scale forestry,Freshwater ecosystem use,ND
Materials,Forest Products,Small-scale forestry,GHG emissions,VH
Materials,Forest Products,Small-scale forestry,Marine ecosystem use,ND
Materials,Forest Products,Small-scale forestry,Non-GHG air pollutants,ND
Materials,Forest Products,Small-scale forestry,Other resource use,ND
Materials,Forest Products,Small-scale forestry,Soil pollutants,M
Materials,Forest Products,Small-scale forestry,Solid waste,ND
Materials,Forest Products,Small-scale forestry,Terrestrial ecosystem use,VH
Materials,Forest Products,Small-scale forestry,Water pollutants,H
Materials,Forest Products,Small-scale forestry,Water use,ND
Materials,Forest Products,Small-scale forestry,Biological interferences/alterations,ND
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Disturbances,ND
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Freshwater ecosystem use,H
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,GHG emissions,ND
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Marine ecosystem use,ND
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Non-GHG air pollutants,ND
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Other resource use,ND
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Soil pollutants,M
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Solid waste,ND
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Terrestrial ecosystem use,VH
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Water pollutants,H
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Water use,H
Consumer Staples,Agricultural Products,Small-scale irrigated arable crops,Biological interferences/alterations,ND
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Disturbances,ND
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Freshwater ecosystem use,ND
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),GHG emissions,VH
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Marine ecosystem use,ND
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Non-GHG air pollutants,ND
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Other resource use,ND
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Soil pollutants,M
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Solid waste,ND
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Terrestrial ecosystem use,VH
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Water pollutants,H
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Water use,H
Consumer Staples,Agricultural Products,Small-scale livestock (beef and dairy),Biological interferences/alterations,ND
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Disturbances,ND
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Freshwater ecosystem use,ND
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,GHG emissions,ND
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Marine ecosystem use,ND
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Non-GHG air pollutants,ND
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Other resource use,ND
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Soil pollutants,M
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Solid waste,ND
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Terrestrial ecosystem use,VH
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Water pollutants,M
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Water use,ND
Consumer Staples,Agricultural Products,Small-scale rainfed arable crops,Biological interferences/alterations,L
Utilities,Renewable Electricity,Solar energy provision,Disturbances,ND
Utilities,Renewable Electricity,Solar energy provision,Freshwater ecosystem use,ND
Utilities,Renewable Electricity,Solar energy provision,GHG emissions,ND
Utilities,Renewable Electricity,Solar energy provision,Marine ecosystem use,ND
Utilities,Renewable Electricity,Solar energy provision,Non-GHG air pollutants,ND
Utilities,Renewable Electricity,Solar energy provision,Other resource use,ND
Utilities,Renewable Electricity,Solar energy provision,Soil pollutants,L
Utilities,Renewable Electricity,Solar energy provision,Solid waste,ND
Utilities,Renewable Electricity,Solar energy provision,Terrestrial ecosystem use,VH
Utilities,Renewable Electricity,Solar energy provision,Water pollutants,L
Utilities,Renewable Electricity,Solar energy provision,Water use,VH
Utilities,Renewable Electricity,Solar energy provision,Biological interferences/alterations,ND
Materials,Specialty Chemicals,Solids processing,Disturbances,ND
Materials,Specialty Chemicals,Solids processing,Freshwater ecosystem use,ND
Materials,Specialty Chemicals,Solids processing,GHG emissions,VH
Materials,Specialty Chemicals,Solids processing,Marine ecosystem use,ND
Materials,Specialty Chemicals,Solids processing,Non-GHG air pollutants,M
Materials,Specialty Chemicals,Solids processing,Other resource use,ND
Materials,Specialty Chemicals,Solids processing,Soil pollutants,H
Materials,Specialty Chemicals,Solids processing,Solid waste,ND
Materials,Specialty Chemicals,Solids processing,Terrestrial ecosystem use,ND
Materials,Specialty Chemicals,Solids processing,Water pollutants,H
Materials,Specialty Chemicals,Solids processing,Water use,ND
Materials,Specialty Chemicals,Solids processing,Biological interferences/alterations,ND
Materials,Steel,Steel production,Disturbances,ND
Materials,Steel,Steel production,Freshwater ecosystem use,ND
Materials,Steel,Steel production,GHG emissions,VH
Materials,Steel,Steel production,Marine ecosystem use,ND
Materials,Steel,Steel production,Non-GHG air pollutants,ND
Materials,Steel,Steel production,Other resource use,ND
Materials,Steel,Steel production,Soil pollutants,ND
Materials,Steel,Steel production,Solid waste,H
Materials,Steel,Steel production,Terrestrial ecosystem use,ND
Materials,Steel,Steel production,Water pollutants,ND
Materials,Steel,Steel production,Water use,H
Materials,Steel,Steel production,Biological interferences/alterations,ND
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Disturbances,ND
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Freshwater ecosystem use,ND
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,GHG emissions,ND
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Marine ecosystem use,ND
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Non-GHG air pollutants,H
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Other resource use,ND
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Soil pollutants,ND
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Solid waste,ND
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Terrestrial ecosystem use,ND
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Water pollutants,L
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Water use,H
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Biological interferences/alterations,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Disturbances,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Freshwater ecosystem use,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,GHG emissions,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Marine ecosystem use,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Non-GHG air pollutants,H
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Other resource use,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Soil pollutants,M
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Solid waste,H
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Terrestrial ecosystem use,ND
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Water pollutants,H
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Water use,H
Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Synthetic fibre production,Biological interferences/alterations,ND
Consumer Discretionary,Textiles,Synthetic fibre production,Disturbances,ND
Consumer Discretionary,Textiles,Synthetic fibre production,Freshwater ecosystem use,ND
Consumer Discretionary,Textiles,Synthetic fibre production,GHG emissions,ND
Consumer Discretionary,Textiles,Synthetic fibre production,Marine ecosystem use,ND
Consumer Discretionary,Textiles,Synthetic fibre production,Non-GHG air pollutants,H
Consumer Discretionary,Textiles,Synthetic fibre production,Other resource use,ND
Consumer Discretionary,Textiles,Synthetic fibre production,Soil pollutants,M
Consumer Discretionary,Textiles,Synthetic fibre production,Solid waste,H
Consumer Discretionary,Textiles,Synthetic fibre production,Terrestrial ecosystem use,ND
Consumer Discretionary,Textiles,Synthetic fibre production,Water pollutants,H
Consumer Discretionary,Textiles,Synthetic fibre production,Water use,H
Consumer Discretionary,Textiles,Synthetic fibre production,Biological interferences/alterations,ND
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Disturbances,ND
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Freshwater ecosystem use,ND
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,GHG emissions,ND
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Marine ecosystem use,ND
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Non-GHG air pollutants,ND
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Other resource use,ND
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Soil pollutants,L
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Solid waste,M
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Terrestrial ecosystem use,H
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Water pollutants,VL
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Water use,ND
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Biological interferences/alterations,H
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Disturbances,ND
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Freshwater ecosystem use,ND
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,GHG emissions,ND
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Marine ecosystem use,ND
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Non-GHG air pollutants,ND
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Other resource use,ND
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Soil pollutants,L
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Solid waste,M
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Terrestrial ecosystem use,H
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Water pollutants,VL
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Water use,ND
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Biological interferences/alterations,H
Consumer Staples,Tobacco,Tobacco production,Disturbances,ND
Consumer Staples,Tobacco,Tobacco production,Freshwater ecosystem use,ND
Consumer Staples,Tobacco,Tobacco production,GHG emissions,VH
Consumer Staples,Tobacco,Tobacco production,Marine ecosystem use,ND
Consumer Staples,Tobacco,Tobacco production,Non-GHG air pollutants,ND
Consumer Staples,Tobacco,Tobacco production,Other resource use,ND
Consumer Staples,Tobacco,Tobacco production,Soil pollutants,H
Consumer Staples,Tobacco,Tobacco production,Solid waste,ND
Consumer Staples,Tobacco,Tobacco production,Terrestrial ecosystem use,VH
Consumer Staples,Tobacco,Tobacco production,Water pollutants,H
Consumer Staples,Tobacco,Tobacco production,Water use,H
Consumer Staples,Tobacco,Tobacco production,Biological interferences/alterations,L
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Disturbances,H
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Freshwater ecosystem use,ND
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,GHG emissions,VH
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Marine ecosystem use,ND
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Non-GHG air pollutants,M
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Other resource use,ND
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Soil pollutants,M
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Solid waste,H
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Terrestrial ecosystem use,ND
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Water pollutants,M
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Water use,H
Consumer Discretionary,Tires & Rubber,Tyre and rubber production,Biological interferences/alterations,ND
Materials,Diversified Chemicals,Vulcanisation,Disturbances,ND
Materials,Diversified Chemicals,Vulcanisation,Freshwater ecosystem use,ND
Materials,Diversified Chemicals,Vulcanisation,GHG emissions,VH
Materials,Diversified Chemicals,Vulcanisation,Marine ecosystem use,ND
Materials,Diversified Chemicals,Vulcanisation,Non-GHG air pollutants,H
Materials,Diversified Chemicals,Vulcanisation,Other resource use,ND
Materials,Diversified Chemicals,Vulcanisation,Soil pollutants,L
Materials,Diversified Chemicals,Vulcanisation,Solid waste,H
Materials,Diversified Chemicals,Vulcanisation,Terrestrial ecosystem use,ND
Materials,Diversified Chemicals,Vulcanisation,Water pollutants,L
Materials,Diversified Chemicals,Vulcanisation,Water use,H
Materials,Diversified Chemicals,Vulcanisation,Biological interferences/alterations,ND
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Disturbances,ND
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Freshwater ecosystem use,H
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",GHG emissions,ND
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Marine ecosystem use,ND
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Non-GHG air pollutants,ND
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Other resource use,ND
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Soil pollutants,L
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Solid waste,ND
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Terrestrial ecosystem use,H
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Water pollutants,L
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Water use,H
Utilities,Water Utilities,"Water services (e.g. waste water, treatment and distribution)",Biological interferences/alterations,ND
Utilities,Renewable Electricity,Wind energy provision,Disturbances,M
Utilities,Renewable Electricity,Wind energy provision,Freshwater ecosystem use,M
Utilities,Renewable Electricity,Wind energy provision,GHG emissions,ND
Utilities,Renewable Electricity,Wind energy provision,Marine ecosystem use,H
Utilities,Renewable Electricity,Wind energy provision,Non-GHG air pollutants,ND
Utilities,Renewable Electricity,Wind energy provision,Other resource use,ND
Utilities,Renewable Electricity,Wind energy provision,Soil pollutants,L
Utilities,Renewable Electricity,Wind energy provision,Solid waste,ND
Utilities,Renewable Electricity,Wind energy provision,Terrestrial ecosystem use,H
Utilities,Renewable Electricity,Wind energy provision,Water pollutants,L
Utilities,Renewable Electricity,Wind energy provision,Water use,ND
Utilities,Renewable Electricity,Wind energy provision,Biological interferences/alterations,ND
Industrials,Commercial Printing,Commercial printing,Disturbances,ND
Industrials,Commercial Printing,Commercial printing,Freshwater ecosystem use,ND
Industrials,Commercial Printing,Commercial printing,GHG emissions,ND
Industrials,Commercial Printing,Commercial printing,Marine ecosystem use,ND
Industrials,Commercial Printing,Commercial printing,Non-GHG air pollutants,M
Industrials,Commercial Printing,Commercial printing,Other resource use,ND
Industrials,Commercial Printing,Commercial printing,Soil pollutants,H
Industrials,Commercial Printing,Commercial printing,Solid waste,M
Industrials,Commercial Printing,Commercial printing,Terrestrial ecosystem use,ND
Industrials,Commercial Printing,Commercial printing,Water pollutants,H
Industrials,Commercial Printing,Commercial printing,Water use,H
Industrials,Commercial Printing,Commercial printing,Biological interferences/alterations,ND
Information Technology,Application Software,Internet services,Disturbances,ND
Information Technology,Application Software,Internet services,Freshwater ecosystem use,ND
Information Technology,Application Software,Internet services,GHG emissions,ND
Information Technology,Application Software,Internet services,Marine ecosystem use,ND
Information Technology,Application Software,Internet services,Non-GHG air pollutants,ND
Information Technology,Application Software,Internet services,Other resource use,ND
Information Technology,Application Software,Internet services,Soil pollutants,ND
Information Technology,Application Software,Internet services,Solid waste,M
Information Technology,Application Software,Internet services,Terrestrial ecosystem use,ND
Information Technology,Application Software,Internet services,Water pollutants,ND
Information Technology,Application Software,Internet services,Water use,ND
Information Technology,Application Software,Internet services,Biological interferences/alterations,ND
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Disturbances,ND
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Freshwater ecosystem use,ND
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,GHG emissions,ND
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Marine ecosystem use,ND
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Non-GHG air pollutants,ND
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Other resource use,ND
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Soil pollutants,ND
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Solid waste,M
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Terrestrial ecosystem use,ND
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Water pollutants,H
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Water use,H
Information Technology,Data Processing & Outsourced Services,Data processing and outsourced services,Biological interferences/alterations,ND
Real Estate,Diversified REITs,Real estate investment,Disturbances,ND
Real Estate,Diversified REITs,Real estate investment,Freshwater ecosystem use,ND
Real Estate,Diversified REITs,Real estate investment,GHG emissions,ND
Real Estate,Diversified REITs,Real estate investment,Marine ecosystem use,ND
